ID,Timestamp,Name,Action,Duration,Day,Total Drinks
76,331,H,Co,97,0,11
77,335,W,Co,114,0,3
78,337,O,Co,94,0,6
79,341,\,Co,88,0,5
80,343,X,Co,116,0,11
81,347,J,Co,88,0,5
82,347,D,Co,104,0,3
83,351,B,Co,89,0,0
84,355,[,Co,108,0,8
85,361,A,Co,88,0,11
86,367,F,Co,119,0,9
87,371,R,Co,98,0,8
88,371,Z,Co,111,0,0
89,377,P,Co,92,0,12
90,381,],Co,117,0,9
91,385,Y,Co,113,0,0
92,389,G,Co,98,0,9
93,389,I,Co,108,0,5
94,393,K,Co,104,0,0
95,403,T,Co,85,0,8
96,407,M,Co,103,0,27
97,411,C,Co,89,0,8
98,411,^,Co,104,0,9
99,415,E,Co,84,0,0
100,415,U,Co,103,0,14
101,419,N,Co,84,0,8
102,427,H,Co,78,0,13
103,433,W,Co,77,0,4
104,435,V,Co,112,0,20
105,441,\,Co,83,0,7
106,441,L,Co,109,0,5
107,445,Q,Co,98,0,3
108,447,X,Co,80,0,12
109,451,S,Co,101,0,5
110,451,[,Co,79,0,8
111,455,Z,Co,69,0,0
112,461,O,Co,105,0,9
113,469,D,Co,107,0,5
114,473,J,Co,103,0,5
115,477,B,Co,101,0,0
116,479,F,Co,91,0,19
117,487,A,Co,107,0,14
118,491,P,Co,97,0,16
119,499,R,Co,102,0,10
120,501,G,Co,94,0,14
121,505,],Co,102,0,10
122,505,I,Co,97,0,5
123,509,Y,Co,101,0,0
124,509,K,Co,95,0,0
125,513,T,Co,88,0,8
126,513,E,Co,83,0,0
127,521,^,Co,93,0,11
128,525,N,Co,94,0,12
129,533,M,Co,104,0,31
130,535,H,Co,89,0,16
131,547,L,Co,93,0,9
132,549,C,Co,118,0,14
133,553,Q,Co,89,0,4
134,557,U,Co,122,0,16
135,557,\,Co,90,0,7
136,561,[,Co,90,0,8
137,563,V,Co,113,0,21
138,565,Z,Co,90,0,0
139,573,W,Co,117,0,7
140,577,O,Co,96,0,13
141,579,X,Co,115,0,13
142,583,D,Co,93,0,6
143,585,S,Co,113,0,6
144,595,J,Co,104,0,8
145,597,F,Co,105,0,24
146,599,B,Co,107,0,0
147,605,A,Co,103,0,15
148,613,P,Co,102,0,22
149,615,R,Co,96,0,13
150,621,],Co,99,0,12
151,623,G,Co,101,0,16
152,625,Y,Co,100,0,0
153,627,E,Co,101,0,0
154,629,K,Co,102,0,0
155,631,I,Co,104,0,5
156,633,T,Co,102,0,8
157,641,^,Co,103,0,14
158,651,N,Co,108,0,19
159,653,M,Co,103,0,35
160,659,Q,Co,86,0,5
161,665,H,Co,105,0,21
162,671,V,Co,93,0,25
163,673,L,Co,112,0,11
164,679,U,Co,99,0,18
165,681,C,Co,114,0,16
166,683,Z,Co,101,0,0
167,693,\,Co,115,0,11
168,697,O,Co,99,0,18
169,699,[,Co,117,0,9
170,705,W,Co,119,0,8
171,709,D,Co,110,0,10
172,711,X,Co,113,0,14
173,715,S,Co,112,0,7
174,715,J,Co,102,0,8
175,725,A,Co,95,0,18
176,731,F,Co,120,0,30
177,731,R,Co,101,0,14
178,735,B,Co,118,0,0
179,737,G,Co,102,0,17
180,741,Y,Co,93,0,0
181,745,K,Co,95,0,0
182,749,P,Co,115,0,27
183,751,T,Co,99,0,9
184,755,],Co,114,0,13
185,759,E,Co,117,0,0
186,763,I,Co,114,0,5
187,769,M,Co,94,0,42
188,773,^,Co,118,0,17
189,779,N,Co,111,0,20
190,783,Q,Co,106,0,5
191,785,V,Co,96,0,31
192,791,H,Co,107,0,23
193,793,L,Co,98,0,13
194,801,U,Co,104,0,21
195,803,C,Co,101,0,19
196,805,Z,Co,102,0,0
197,809,[,Co,87,0,9
198,817,O,Co,101,0,23
199,817,J,Co,88,0,10
200,821,S,Co,84,0,7
201,825,\,Co,107,0,13
202,825,B,Co,75,0,0
203,829,D,Co,103,0,10
204,829,Y,Co,72,0,0
205,835,W,Co,107,0,9
206,841,P,Co,78,0,31
207,841,X,Co,110,0,15
208,847,T,Co,83,0,10
209,851,A,Co,109,0,21
210,851,K,Co,85,0,0
211,859,I,Co,80,0,7
212,863,F,Co,120,0,34
213,863,E,Co,81,0,0
214,867,^,Co,72,0,17
215,873,Q,Co,73,0,6
216,875,R,Co,124,0,18
217,881,V,Co,73,0,33
218,883,G,Co,125,0,19
219,895,H,Co,83,0,28
220,897,],Co,124,0,18
221,901,C,Co,80,0,20
222,911,U,Co,89,0,24
223,915,M,Co,122,0,49
224,921,[,Co,89,0,12
225,927,N,Co,132,0,24
226,929,J,Co,87,0,12
227,939,L,Co,125,0,17
228,939,\,Co,95,0,16
229,943,Z,Co,113,0,0
230,947,W,Co,100,0,11
231,951,Y,Co,99,0,0
232,953,O,Co,120,0,26
233,959,S,Co,124,0,8
234,961,X,Co,102,0,18
235,963,B,Co,120,0,0
236,965,K,Co,98,0,0
237,967,D,Co,118,0,10
238,971,T,Co,100,0,11
239,975,P,Co,118,0,33
240,983,I,Co,108,0,9
241,985,A,Co,111,0,26
242,987,E,Co,104,0,0
243,991,F,Co,105,0,35
244,997,^,Co,111,0,20
245,999,Q,Co,106,0,8
246,1005,G,Co,101,0,21
247,1013,],Co,97,0,20
248,1017,R,Co,122,0,25
249,1021,U,Co,92,0,26
250,1027,V,Co,120,0,36
251,1037,N,Co,91,0,30
252,1041,H,Co,128,0,33
253,1043,J,Co,93,0,13
254,1049,C,Co,126,0,22
255,1053,L,Co,92,0,20
256,1057,Z,Co,93,0,0
257,1065,M,Co,126,0,55
258,1069,O,Co,94,0,30
259,1071,[,Co,124,0,13
260,1077,\,Co,120,0,17
261,1081,S,Co,100,0,12
262,1081,Y,Co,116,0,0
263,1087,X,Co,103,0,19
264,1091,W,Co,124,0,14
265,1091,K,Co,107,0,0
266,1095,B,Co,111,0,0
267,1097,D,Co,108,0,11
268,1105,T,Co,117,0,14
269,1111,A,Co,107,0,31
270,1113,P,Co,124,0,35
271,1115,E,Co,108,0,0
272,1117,I,Co,116,0,9
273,1129,F,Co,115,0,40
274,1129,^,Co,119,0,24
275,1137,Q,Co,118,0,10
276,1143,G,Co,118,0,26
277,1145,],Co,115,0,22
278,1151,R,Co,116,0,27
279,1157,V,Co,112,0,40
280,1161,U,Co,121,0,29
281,1169,N,Co,117,0,34
282,1173,H,Co,116,0,37
283,1175,L,Co,109,0,21
284,1179,J,Co,117,0,14
285,1187,C,Co,118,0,24
286,1189,M,Co,100,0,60
287,1191,Z,Co,121,0,0
288,1195,[,Co,103,0,13
289,1199,\,Co,110,0,20
290,1199,Y,Co,101,0,0
291,1205,X,Co,104,0,20
292,1209,B,Co,98,0,0
293,1217,O,Co,126,0,37
294,1217,T,Co,93,0,16
295,1223,S,Co,122,0,13
296,1227,K,Co,121,0,0
297,1229,P,Co,97,0,39
298,1235,D,Co,121,0,13
299,1239,F,Co,89,0,43
300,1243,W,Co,128,0,16
301,1243,^,Co,90,0,24
302,1251,R,Co,86,0,29
303,1255,A,Co,123,0,35
304,1259,],Co,91,0,24
305,1259,E,Co,127,0,0
306,1265,I,Co,127,0,10
307,1267,N,Co,80,0,36
308,1273,G,Co,114,0,28
309,1273,L,Co,81,0,22
310,1277,Q,Co,117,0,10
311,1281,H,Co,89,0,39
312,1285,V,Co,110,0,42
313,1285,J,Co,89,0,14
314,1297,U,Co,120,0,33
315,1299,M,Co,91,0,65
316,1301,C,Co,88,0,24
317,1311,\,Co,95,0,23
318,1313,[,Co,102,0,18
319,1315,Y,Co,92,0,0
320,1317,Z,Co,103,0,0
321,1319,B,Co,92,0,0
322,1327,X,Co,97,0,23
323,1327,T,Co,86,0,18
324,1331,K,Co,87,0,0
325,1337,O,Co,103,0,40
326,1341,S,Co,100,0,13
327,1353,F,Co,93,0,52
328,1355,P,Co,106,0,44
329,1361,D,Co,109,0,14
330,1363,W,Co,100,0,19
331,1365,R,Co,94,0,29
332,1369,E,Co,95,0,0
333,1371,^,Co,105,0,26
334,1375,I,Co,97,0,11
335,1377,],Co,103,0,25
336,1383,A,Co,105,0,36
337,1389,G,Co,100,0,33
338,1391,N,Co,106,0,38
339,1399,L,Co,108,0,25
340,1399,Q,Co,104,0,12
341,1403,H,Co,101,0,39
342,1407,J,Co,108,0,16
343,1413,V,Co,105,0,45
344,1413,U,Co,98,0,34
345,1419,M,Co,103,0,66
346,1421,C,Co,103,0,26
347,1425,Y,Co,94,0,0
348,1429,Z,Co,92,0,0
349,1433,T,Co,89,0,18
350,1435,\,Co,112,0,29
351,1443,O,Co,91,0,43
352,1443,[,Co,118,0,20
353,1447,B,Co,116,0,0
354,1449,S,Co,90,0,14
355,1459,X,Co,118,0,27
356,1463,F,Co,94,0,57
357,1463,K,Co,108,0,0
358,1475,P,Co,101,0,48
359,1477,W,Co,98,0,24
360,1479,D,Co,99,0,14
361,1483,E,Co,99,0,0
362,1487,^,Co,99,0,29
363,1487,I,Co,96,0,11
364,1493,],Co,100,0,26
365,1497,R,Co,108,0,32
366,1499,G,Co,94,0,34
367,1505,A,Co,97,0,38
368,1505,Q,Co,88,0,13
369,1513,N,Co,103,0,40
370,1515,L,Co,96,0,28
371,1527,H,Co,105,0,44
372,1527,M,Co,91,0,70
373,1531,J,Co,108,0,16
374,1531,Y,Co,90,0,0
375,1539,U,Co,106,0,36
376,1543,\,Co,95,0,33
377,1547,V,Co,113,0,47
378,1551,[,Co,94,0,22
379,1557,C,Co,121,0,29
380,1561,O,Co,101,0,46
381,1561,Z,Co,111,0,0
382,1567,S,Co,98,0,15
383,1573,T,Co,123,0,22
384,1577,B,Co,115,0,0
385,1585,F,Co,101,0,64
386,1585,X,Co,107,0,29
387,1589,K,Co,103,0,0
388,1597,W,Co,105,0,26
389,1599,P,Co,103,0,53
390,1601,D,Co,108,0,14
391,1603,],Co,96,0,26
392,1605,E,Co,104,0,0
393,1609,^,Co,101,0,29
394,1613,I,Co,104,0,14
395,1617,R,Co,106,0,34
396,1623,G,Co,104,0,37
397,1623,A,Co,102,0,39
398,1629,Q,Co,106,0,14
399,1635,L,Co,106,0,32
400,1641,N,Co,105,0,44
401,1641,M,Co,91,0,71
402,1647,H,Co,96,0,45
403,1649,J,Co,102,0,18
404,1653,Y,Co,98,0,0
405,1655,U,Co,94,0,38
406,1661,[,Co,88,0,23
407,1663,\,Co,101,0,36
408,1669,C,Co,93,0,31
409,1671,V,Co,106,0,49
410,1673,B,Co,82,0,0
411,1675,Z,Co,100,0,0
412,1679,T,Co,87,0,23
413,1685,O,Co,108,0,49
414,1691,X,Co,84,0,33
415,1693,S,Co,109,0,17
416,1695,K,Co,84,0,0
417,1713,F,Co,104,0,72
418,1713,D,Co,95,0,21
419,1723,W,Co,102,0,29
420,1729,P,Co,114,0,59
421,1731,],Co,109,0,28
422,1733,E,Co,112,0,0
423,1739,^,Co,110,0,30
424,1743,G,Co,103,0,41
425,1743,I,Co,110,0,14
426,1747,R,Co,105,0,34
427,1753,Q,Co,106,0,15
428,1757,A,Co,115,0,44
429,1763,N,Co,105,0,47
430,1763,L,Co,111,0,33
431,1773,J,Co,111,0,21
432,1777,M,Co,118,0,76
433,1777,Y,Co,105,0,0
434,1787,H,Co,120,0,48
435,1787,\,Co,108,0,39
436,1791,[,Co,107,0,23
437,1795,U,Co,122,0,40
438,1795,B,Co,106,0,0
439,1801,C,Co,113,0,32
440,1805,Z,Co,116,0,0
441,1811,T,Co,119,0,24
442,1813,V,Co,122,0,56
443,1817,X,Co,111,0,34
444,1821,S,Co,111,0,17
445,1823,O,Co,123,0,52
446,1827,K,Co,118,0,0
447,1831,D,Co,96,0,21
448,1837,F,Co,99,0,78
449,1843,P,Co,95,0,63
450,1847,W,Co,105,0,32
451,1847,E,Co,94,0,0
452,1853,I,Co,96,0,15
453,1853,],Co,97,0,29
454,1859,R,Co,91,0,35
455,1865,Q,Co,87,0,16
456,1869,^,Co,109,0,36
457,1871,A,Co,93,0,45
458,1879,G,Co,110,0,44
459,1883,L,Co,99,0,37
460,1891,N,Co,112,0,51
461,1891,J,Co,99,0,23
462,1895,Y,Co,102,0,0
463,1903,M,Co,103,0,80
464,1905,H,Co,104,0,51
465,1909,[,Co,105,0,23
466,1911,U,Co,97,0,42
467,1917,C,Co,93,0,33
468,1923,\,Co,113,0,44
469,1927,X,Co,92,0,37
470,1927,B,Co,110,0,0
471,1931,Z,Co,111,0,0
472,1939,V,Co,101,0,60
473,1939,T,Co,102,0,26
474,1945,S,Co,107,0,18
475,1949,D,Co,104,0,21
476,1953,O,Co,113,0,57
477,1957,K,Co,113,0,0
478,1959,W,Co,90,0,35
479,1965,F,Co,105,0,80
480,1965,],Co,96,0,30
481,1971,R,Co,92,0,36
482,1975,P,Co,112,0,66
483,1979,I,Co,112,0,15
484,1983,E,Co,112,0,0
485,1985,A,Co,98,0,50
486,1987,Q,Co,102,0,16
487,1991,L,Co,96,0,38
488,1991,^,Co,105,0,36
489,1997,G,Co,93,0,45
490,1999,N,Co,91,0,53
491,2003,J,Co,95,0,24
492,2003,Y,Co,92,0,0
493,2009,H,Co,84,0,52
494,2017,C,Co,86,0,35
495,2023,M,Co,103,0,88
496,2027,[,Co,94,0,26
497,2031,B,Co,85,0,0
498,2033,U,Co,105,0,45
499,2039,X,Co,92,0,39
500,2039,\,Co,100,0,45
501,2043,Z,Co,93,0,0
502,2047,T,Co,89,0,28
503,2049,S,Co,86,0,19
504,2053,O,Co,80,0,57
505,2057,K,Co,83,0,0
506,2059,V,Co,99,0,64
507,2065,P,Co,73,0,68
508,2069,D,Co,101,0,24
509,2073,I,Co,74,0,17
510,2081,^,Co,78,0,38
511,2083,W,Co,103,0,40
512,2087,Q,Co,75,0,17
513,2095,N,Co,77,0,55
514,2101,F,Co,115,0,87
515,2101,G,Co,80,0,46
516,2109,],Co,121,0,32
517,2111,H,Co,80,0,55
518,2117,C,Co,79,0,36
519,2123,R,Co,134,0,41
520,2127,[,Co,85,0,29
521,2127,E,Co,130,0,0
522,2133,U,Co,82,0,46
523,2137,B,Co,82,0,0
524,2139,A,Co,141,0,54
525,2141,\,Co,84,0,45
526,2145,L,Co,137,0,39
527,2147,T,Co,80,0,29
528,2151,J,Co,130,0,25
529,2153,S,Co,79,0,20
530,2155,Y,Co,130,0,0
531,2159,V,Co,85,0,65
532,2165,P,Co,82,0,69
533,2167,M,Co,125,0,92
534,2177,I,Co,82,0,21
535,2177,X,Co,122,0,42
536,2181,Z,Co,119,0,0
537,2183,^,Co,81,0,39
538,2189,Q,Co,86,0,18
539,2195,O,Co,123,0,62
540,2199,K,Co,123,0,0
541,2201,N,Co,87,0,59
542,2207,G,Co,87,0,47
543,2211,D,Co,125,0,28
544,2215,],Co,86,0,34
545,2221,R,Co,80,0,42
546,2227,W,Co,122,0,46
547,2231,[,Co,82,0,32
548,2237,F,Co,121,0,90
549,2241,U,Co,91,0,49
550,2247,H,Co,119,0,58
551,2249,A,Co,95,0,56
552,2253,B,Co,94,0,0
553,2261,J,Co,94,0,27
554,2265,S,Co,93,0,20
555,2267,C,Co,135,0,44
556,2271,E,Co,120,0,0
557,2277,V,Co,99,0,69
558,2281,\,Co,124,0,48
559,2287,T,Co,128,0,30
560,2289,M,Co,98,0,96
561,2295,I,Co,98,0,22
562,2297,L,Co,129,0,42
563,2301,Y,Co,128,0,0
564,2305,X,Co,104,0,45
565,2313,P,Co,129,0,73
566,2313,O,Co,103,0,64
567,2317,K,Co,96,0,0
568,2323,^,Co,128,0,42
569,2325,N,Co,101,0,61
570,2327,Z,Co,129,0,0
571,2331,D,Co,95,0,29
572,2335,Q,Co,124,0,20
573,2339,[,Co,95,0,34
574,2345,G,Co,120,0,50
575,2351,R,Co,114,0,43
576,2353,F,Co,99,0,95
577,2359,],Co,119,0,36
578,2363,U,Co,106,0,52
579,2367,W,Co,120,0,48
580,2369,H,Co,106,0,59
581,2371,B,Co,97,0,0
582,2375,A,Co,105,0,57
583,2375,E,Co,92,0,0
584,2379,S,Co,94,0,20
585,2385,J,Co,105,0,30
586,2387,V,Co,88,0,71
587,2391,C,Co,105,0,45
588,2391,T,Co,88,0,30
589,2395,I,Co,76,0,22
590,2397,\,Co,101,0,49
591,2401,X,Co,79,0,46
592,2405,K,Co,75,0,0
593,2409,M,Co,104,0,100
594,2413,Y,Co,95,0,0
595,2419,L,Co,99,0,43
596,2421,N,Co,77,0,67
597,2425,O,Co,100,0,65
598,2425,Z,Co,79,0,0
599,2431,Q,Co,82,0,21
600,2435,P,Co,101,0,76
601,2441,[,Co,90,0,37
602,2445,^,Co,98,0,45
603,2449,R,Co,78,0,45
604,2451,D,Co,99,0,30
605,2457,F,Co,81,0,97
606,2461,G,Co,98,0,53
607,2469,],Co,90,0,40
608,2471,U,Co,87,0,55
609,2475,E,Co,87,0,0
610,2479,H,Co,92,0,62
611,2479,W,Co,88,0,48
612,2483,B,Co,89,0,0
613,2483,J,Co,79,0,30
614,2491,A,Co,96,0,59
615,2493,T,Co,83,0,33
616,2495,S,Co,92,0,20
617,2499,I,Co,85,0,23
618,2505,V,Co,100,0,74
619,2507,\,Co,92,0,51
620,2513,C,Co,101,0,47
621,2513,X,Co,88,0,47
622,2517,K,Co,96,0,0
623,2521,N,Co,83,0,69
624,2521,Y,Co,90,0,0
625,2525,Z,Co,87,0,0
626,2531,Q,Co,77,0,22
627,2537,M,Co,104,0,106
628,2543,L,Co,103,0,44
629,2547,P,Co,92,0,82
630,2555,O,Co,106,0,69
631,2555,R,Co,90,0,47
632,2561,[,Co,105,0,38
633,2565,F,Co,91,0,100
634,2569,^,Co,103,0,47
635,2577,G,Co,95,0,57
636,2581,D,Co,106,0,34
637,2585,E,Co,94,0,0
638,2587,],Co,102,0,43
639,2599,U,Co,106,0,59
640,2603,H,Co,106,0,69
641,2603,B,Co,104,0,0
642,2607,W,Co,107,0,48
643,2613,J,Co,111,0,33
644,2615,A,Co,105,0,61
645,2619,T,Co,109,0,34
646,2619,S,Co,102,0,20
647,2625,I,Co,106,0,24
648,2629,K,Co,95,0,0
649,2635,V,Co,109,0,80
650,2635,C,Co,98,0,48
651,2641,\,Co,115,0,52
652,2649,X,Co,110,0,52
653,2653,Z,Co,109,0,0
654,2655,N,Co,121,0,74
655,2659,Y,Co,121,0,0
656,2665,Q,Co,113,0,23
657,2669,P,Co,108,0,88
658,2673,L,Co,110,0,44
659,2679,[,Co,98,0,39
660,2681,M,Co,124,0,112
661,2687,R,Co,116,0,48
662,2691,O,Co,113,0,69
663,2693,F,Co,108,0,105
664,2699,G,Co,110,0,59
665,2699,^,Co,109,0,48
666,2703,D,Co,103,0,34
667,2705,],Co,101,0,44
668,2707,E,Co,105,0,0
669,2711,H,Co,91,0,70
670,2715,B,Co,95,0,0
671,2717,U,Co,104,0,62
672,2727,A,Co,98,0,65
673,2727,W,Co,106,0,51
674,2731,S,Co,96,0,20
675,2733,T,Co,93,0,35
676,2737,K,Co,90,0,0
677,2743,J,Co,107,0,37
678,2743,C,Co,84,0,49
679,2747,I,Co,96,0,24
680,2749,\,Co,88,0,53
681,2757,V,Co,101,0,83
682,2759,X,Co,94,0,55
683,2761,Z,Co,87,0,0
684,2769,N,Co,94,0,76
685,2773,Y,Co,97,0,0
686,2777,Q,Co,93,0,23
687,2779,P,Co,97,0,96
688,2785,M,Co,87,0,114
689,2791,L,Co,101,0,48
690,2799,[,Co,105,0,41
691,2801,F,Co,91,0,111
692,2807,G,Co,92,0,60
693,2809,R,Co,107,0,51
694,2811,D,Co,88,0,34
695,2815,E,Co,90,0,0
696,2817,O,Co,109,0,71
697,2821,U,Co,86,0,63
698,2825,^,Co,104,0,50
699,2833,A,Co,82,0,69
700,2833,],Co,110,0,46
701,2839,T,Co,88,0,36
702,2845,C,Co,84,0,50
703,2847,H,Co,112,0,75
704,2849,I,Co,85,0,24
705,2851,B,Co,113,0,0
706,2857,W,Co,111,0,52
707,2859,\,Co,91,0,56
708,2863,S,Co,112,0,21
709,2863,Z,Co,88,0,0
710,2867,K,Co,114,0,0
711,2873,J,Co,108,0,38
712,2877,V,Co,97,0,88
713,2881,Y,Co,95,1,0
714,2883,X,Co,103,1,0
715,2893,N,Co,104,1,0
716,2901,P,Co,106,1,0
717,2901,L,Co,89,1,0
718,2909,Q,Co,112,1,0
719,2909,[,Co,91,1,0
720,2919,M,Co,120,1,0
721,2921,F,Co,97,1,0
722,2925,E,Co,95,1,0
723,2929,G,Co,101,1,0
724,2931,D,Co,99,1,0
725,2937,R,Co,106,1,0
726,2943,^,Co,100,1,0
727,2949,O,Co,111,1,0
728,2949,U,Co,105,1,0
729,2963,],Co,110,1,0
730,2965,A,Co,115,1,0
731,2967,T,Co,113,1,0
732,2971,I,Co,106,1,0
733,2979,H,Co,115,1,0
734,2979,C,Co,110,1,0
735,2983,B,Co,109,1,0
736,2991,\,Co,119,1,0
737,2991,W,Co,115,1,0
738,2995,Z,Co,118,1,0
739,2995,K,Co,111,1,0
740,3001,S,Co,117,1,1
741,3007,X,Co,104,1,4
742,3007,J,Co,117,1,1
743,3017,N,Co,103,1,3
744,3021,V,Co,124,1,5
745,3025,Y,Co,122,1,0
746,3027,L,Co,102,1,3
747,3035,P,Co,111,1,3
748,3035,[,Co,106,1,2
749,3039,E,Co,96,1,0
750,3041,Q,Co,115,1,1
751,3049,D,Co,97,1,3
752,3053,R,Co,92,1,0
753,3057,M,Co,122,1,6
754,3069,U,Co,100,1,6
755,3073,F,Co,130,1,6
756,3083,],Co,103,1,5
757,3085,G,Co,138,1,4
758,3089,T,Co,105,1,1
759,3091,^,Co,131,1,1
760,3095,A,Co,109,1,1
761,3099,O,Co,133,1,2
762,3099,B,Co,101,1,0
763,3105,C,Co,105,1,1
764,3107,I,Co,118,1,2
765,3109,K,Co,98,1,0
766,3115,S,Co,96,1,2
767,3123,H,Co,123,1,6
768,3127,X,Co,107,1,8
769,3133,\,Co,125,1,3
770,3137,V,Co,100,1,8
771,3137,W,Co,127,1,0
772,3141,Z,Co,126,1,0
773,3145,L,Co,95,1,5
774,3147,J,Co,123,1,2
775,3161,P,Co,108,1,9
776,3163,N,Co,127,1,9
777,3167,Y,Co,119,1,0
778,3171,[,Co,116,1,5
779,3173,Q,Co,117,1,2
780,3175,D,Co,104,1,3
781,3177,E,Co,118,1,0
782,3181,R,Co,108,1,0
783,3183,M,Co,103,1,8
784,3187,U,Co,96,1,7
785,3195,F,Co,96,1,10
786,3197,G,Co,93,1,7
787,3203,],Co,101,1,7
788,3205,^,Co,97,1,3
789,3211,T,Co,106,1,3
790,3213,I,Co,91,1,4
791,3219,O,Co,106,1,4
792,3225,C,Co,95,1,5
793,3229,A,Co,115,1,4
794,3233,B,Co,113,1,0
795,3235,S,Co,99,1,5
796,3237,K,Co,115,1,0
797,3247,X,Co,101,1,11
798,3249,H,Co,102,1,11
799,3261,W,Co,104,1,5
800,3261,\,Co,108,1,7
801,3265,Z,Co,104,1,0
802,3267,V,Co,107,1,9
803,3273,J,Co,112,1,4
804,3273,L,Co,105,1,6
805,3277,Q,Co,89,1,2
806,3279,N,Co,101,1,10
807,3287,[,Co,92,1,8
808,3289,P,Co,109,1,12
809,3293,D,Co,95,1,4
810,3293,Y,Co,111,1,0
811,3297,E,Co,100,1,0
812,3301,M,Co,98,1,10
813,3305,R,Co,108,1,2
814,3313,U,Co,111,1,9
815,3317,F,Co,105,1,16
816,3323,G,Co,106,1,10
817,3327,^,Co,106,1,6
818,3327,],Co,103,1,7
819,3331,I,Co,98,1,4
820,3331,O,Co,91,1,4
821,3337,T,Co,103,1,4
822,3337,C,Co,87,1,6
823,3341,B,Co,87,1,0
824,3347,A,Co,101,1,7
825,3353,S,Co,101,1,6
826,3355,H,Co,86,1,16
827,3357,K,Co,98,1,0
828,3363,W,Co,86,1,7
829,3365,X,Co,100,1,13
830,3367,Z,Co,81,1,0
831,3375,\,Co,94,1,10
832,3379,V,Co,89,1,13
833,3381,L,Co,95,1,7
834,3385,J,Co,90,1,4
835,3387,Q,Co,92,1,4
836,3393,[,Co,91,1,10
837,3395,N,Co,97,1,12
838,3403,D,Co,91,1,7
839,3405,P,Co,99,1,15
840,3409,R,Co,88,1,3
841,3409,Y,Co,96,1,0
842,3413,E,Co,98,1,0
843,3419,U,Co,90,1,12
844,3423,M,Co,99,1,13
845,3425,I,Co,80,1,5
846,3435,F,Co,102,1,20
847,3437,O,Co,91,1,8
848,3441,G,Co,97,1,11
849,3447,^,Co,97,1,9
850,3449,],Co,103,1,9
851,3453,T,Co,103,1,4
852,3455,C,Co,96,1,8
853,3457,B,Co,94,1,0
854,3459,S,Co,93,1,6
855,3469,H,Co,95,1,20
856,3473,K,Co,99,1,0
857,3477,A,Co,110,1,14
858,3477,Z,Co,95,1,0
859,3483,W,Co,103,1,8
860,3487,J,Co,85,1,7
861,3491,X,Co,109,1,15
862,3495,L,Co,93,1,9
863,3501,\,Co,109,1,13
864,3505,N,Co,95,1,15
865,3509,D,Co,88,1,7
866,3513,E,Co,86,1,0
867,3521,V,Co,128,1,21
868,3529,P,Co,100,1,21
869,3531,Q,Co,129,1,7
870,3537,[,Co,126,1,11
871,3541,Y,Co,116,1,0
872,3543,M,Co,100,1,18
873,3553,R,Co,126,1,7
874,3553,F,Co,99,1,23
875,3563,U,Co,131,1,15
876,3567,O,Co,112,1,13
877,3569,I,Co,121,1,6
878,3571,^,Co,104,1,9
879,3579,G,Co,124,1,14
880,3581,],Co,111,1,12
881,3583,T,Co,112,1,4
882,3589,S,Co,108,1,7
